"submitted_name_rl","scientificname","rl1998","rl2018","trend","L","T","C","M","R","N"
"Adenostyles alliariae (Gouan) A. Kern.","Adenostyles alliariae (Gouan) A.Kern.","*","*","=",5,3,NA,6,5,7
"Adenostyles alpina (L.) Bluff & Fingerh.","Adenostyles alpina (L.) Bluff & Fingerh.","*","*","=",NA,NA,NA,NA,NA,NA
"Adenostyles alpina subsp. alpina","Adenostyles alpina subsp. alpina","*","*","=",NA,NA,NA,NA,NA,NA
"Adonis aestivalis L.","Adonis aestivalis L.","3","2","<<",6,6,7,3,8,3
"Adonis aestivalis subsp. aestivalis","Adonis aestivalis subsp. aestivalis","3","2","<<",8,7,NA,3,8,5
"Adonis aestivalis subsp. provincialis C.H. Steinb.","Adonis aestivalis subsp. provincialis (DC.) C.Steinberg","nb","nb",NA,NA,NA,NA,NA,NA,NA
"Adonis flammea Jacq.","Adonis flammea Jacq.","1","1","<<<",8,7,NA,3,8,4
"Adonis flammea subsp. flammea","Adonis flammea var. flammea","1","1","<<<",NA,NA,NA,NA,NA,NA
"Adonis vernalis L.","Adonis vernalis L.","3","3","<",7,6,7,3,7,2
"Adoxa moschatellina L.","Adoxa moschatellina L.","*","*","=",5,5,5,6,7,8
"Aegopodium podagraria L.","Aegopodium podagraria L.","*","*","=",5,5,3,6,7,8
"Aethionema saxatile (L.) R. Br.","Aethionema saxatile (L.) R.Br.","*","1","<",NA,NA,NA,NA,NA,NA
"Aethionema saxatile subsp. saxatile","Aethionema saxatile subsp. saxatile","*","1","<",NA,NA,NA,NA,NA,NA
"Aethusa cynapium L.","Aethusa cynapium L.","*","*","=",6,5,NA,5,7,7
"Aethusa cynapium subsp. cynapium","Aethusa cynapium subsp. cynapium","*","*","=",6,6,3,5,8,6
"Aethusa cynapium subsp. elata (Hoffm.) Schübl. & G. Martens","Aethusa cynapium subsp. elata (Friedl. ex Fisch.) Schübl. & G.Martens","nb","*","=",5,5,NA,6,7,8
"Agrimonia eupatoria L.","Agrimonia eupatoria L.","*","*","=",7,6,4,4,8,4
"Agrimonia eupatoria subsp. eupatoria","Agrimonia eupatoria subsp. eupatoria","*","*","=",7,6,NA,4,8,4
"Agrimonia procera Wallr.","Agrimonia procera Wallr.","*","*","=",5,6,3,5,6,4
"Agrostemma githago L.","Agrostemma githago L.","1","2","<<<",7,6,NA,4,6,6
"Agrostis alpina Scop.","Agrostis alpina Scop.","*","*","=",8,2,3,5,6,4
"Agrostis schleicheri Jord. & Verl.","Agrostis schleicheri Jord. & Verl.","*","*","=",8,1,4,5,7,4
"Agrostis canina L.","Agrostis canina L.","*","*","<",9,5,5,9,3,2
"Agrostis vinealis Schreb.","Agrostis vinealis Schreb.","*","V","<",8,6,NA,3,3,2
"Agrostis capillaris L.","Agrostis capillaris L.","*","*","=",7,5,NA,4,4,4
"Agrostis castellana Boiss. & Reut.","Agrostis castellana Boiss. & Reut.","kN","nb",NA,NA,NA,NA,NA,NA,NA
"Agrostis rupestris All.","Agrostis rupestris All.","*","*","=",8,2,2,4,2,1
"Agrostis scabra Willd.","Agrostis scabra Willd.","kN","nb",NA,8,6,NA,8,4,NA
"Agrostis schraderiana Bech.","Agrostis schraderiana Bech.","*","*","=",6,2,6,5,6,6
"Agrostis gigantea Roth","Agrostis gigantea Roth","*","*","=",7,5,NA,6,7,6
"Agrostis gigantea subsp. gigantea","Agrostis gigantea subsp. gigantea","*","*","=",NA,NA,NA,NA,NA,NA
"Agrostis stolonifera L.","Agrostis stolonifera L.","*","*","=",7,5,NA,7,6,5
"Agrostis stolonifera subsp. maritima (Lam.) Vasc.","Agrostis stolonifera subsp. maritima (Lam.) Vasc.","*","*","=",NA,NA,NA,NA,NA,NA
"Agrostis stolonifera subsp. stolonifera","Agrostis stolonifera var. stolonifera","*","*","=",NA,NA,NA,NA,NA,NA
"Ailanthus altissima (Mill.) Swingle","Ailanthus altissima (Mill.) Swingle","*","nb",NA,8,8,2,5,7,8
"Aira caryophyllea L.","Aira caryophyllea L.","V","V","<",9,6,2,2,4,1
"Aira caryophyllea subsp. caryophyllea","Aira caryophyllea var. caryophyllea","V","V","<",NA,NA,NA,NA,NA,NA
"Aira caryophyllea subsp. plesiantha (Jord.) K. Richt.","Aira caryophyllea subsp. plesiantha (Jord. ex Boreau) K.Richt.","nb","D","?",NA,NA,NA,NA,NA,NA
"Aira praecox L.","Aira praecox L.","V","V","<",9,6,2,2,2,1
"Ajuga chamaepitys (L.) Schreb.","Ajuga chamaepitys (L.) Schreb.","3","2","<<",8,8,NA,3,8,4
"Ajuga chamaepitys subsp. chamaepitys","Ajuga chamaepitys subsp. chamaepitys","3","2","<<",8,8,NA,3,8,4
"Ajuga genevensis L.","Ajuga genevensis L.","V","V","<",8,6,NA,3,7,2
"Ajuga pyramidalis L.","Ajuga pyramidalis L.","3","*","=",7,5,2,5,1,1
"Ajuga reptans L.","Ajuga reptans L.","*","*","=",6,5,2,6,6,6
"Alchemilla alpina L.","Alchemilla alpina L.","R","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla alpigena Buser","Alchemilla alpigena Buser","*","*","=",NA,NA,NA,NA,NA,NA
"Alchemilla hoppeana (Rchb.) Dalla Torre","Alchemilla hoppeana (Rchb.) Dalla Torre","*","*","=",NA,NA,NA,NA,NA,NA
"Alchemilla nitida Buser","Alchemilla nitida Buser","kN","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla pallens Buser","Alchemilla pallens Buser","nb","*","=",NA,NA,NA,NA,NA,NA
"Alchemilla baltica Juz.","Alchemilla baltica Sam. ex Juz.","kN","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla fallax Buser","Alchemilla fallax Buser","2","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla fissa Günther & Schummel","Alchemilla fissa Günther & Schummel","*","*","?",8,3,NA,5,7,2
"Alchemilla incisa Buser","Alchemilla incisa Buser","*","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla othmarii Buser","Alchemilla othmarii Buser","3","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla sericoneura Buser","Alchemilla sericoneura Buser","*","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla colorata Buser","Alchemilla colorata Buser","*","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla exigua Paulin","Alchemilla exigua Buser ex Paulin","3","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla flabellata Buser","Alchemilla flabellata Buser","*","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla glaucescens Wallr.","Alchemilla glaucescens Wallr.","3","3","<<",7,6,NA,5,4,4
"Alchemilla plicata Buser","Alchemilla plicata Buser","2","3","<",NA,NA,NA,NA,NA,NA
"Alchemilla mollis (Buser) Rothm.","Alchemilla mollis (Buser) Rothm.","kN","nb",NA,NA,NA,NA,NA,NA,NA
"Alchemilla splendens Christ","Alchemilla ×splendens Christ","nb","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla carniolica (Paulin) Fritsch","Alchemilla carniolica (Paulin) Fritsch","kN","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla compta Buser","Alchemilla compta Buser","kN","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla connivens Buser","Alchemilla connivens Buser","nb","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla coriacea Buser","Alchemilla coriacea Buser","*","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla crinita Buser","Alchemilla crinita Buser","*","*","?",7,3,NA,6,5,4
"Alchemilla cymatophylla Juz.","Alchemilla cymatophylla Juz.","1","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla decumbens Buser","Alchemilla decumbens Buser","*","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla effusa Buser","Alchemilla effusa Buser","*","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla filicaulis Buser","Alchemilla filicaulis Buser","*","V","<",NA,NA,NA,NA,NA,NA
"Alchemilla frigens Buser","Alchemilla frigens Buser","kN","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla glabra Neygenf.","Alchemilla glabra Neygenf.","*","*","=",6,4,NA,5,6,6
"Alchemilla glabricaulis H. Lindb. f.","Alchemilla glabricaulis H.Lindb.","kN","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla glomerulans Buser","Alchemilla glomerulans Buser","*","2","<",NA,NA,NA,NA,NA,NA
"Alchemilla hirtipes Buser","Alchemilla hirtipes Buser","kN","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla impexa Buser","Alchemilla impexa Buser","*","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla lineata Buser","Alchemilla lineata Buser","*","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla longituba S.E. Fröhner","Alchemilla longituba S.E.Fröhner","kN","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla lunaria S.E. Fröhner","Alchemilla lunaria S.E.Fröhner","1","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla micans Buser","Alchemilla micans Buser","*","*","<",NA,NA,NA,NA,NA,NA
"Alchemilla monticola Opiz","Alchemilla monticola Opiz","*","*","<",6,5,NA,5,6,4
"Alchemilla obscura Buser","Alchemilla obscura Buser","*","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla obtusa Buser","Alchemilla obtusa Buser","*","2","<",NA,NA,NA,NA,NA,NA
"Alchemilla propinqua Juz.","Alchemilla propinqua H.Lindb. ex Juz.","*","3","<",NA,NA,NA,NA,NA,NA
"Alchemilla racemulosa Buser","Alchemilla racemulosa Buser","kN","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla reniformis Buser","Alchemilla reniformis Buser","*","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla rubristipula Buser","Alchemilla rubristipula Buser","*","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla semisecta Buser","Alchemilla semisecta Buser","kN","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla straminea Buser","Alchemilla straminea Buser","*","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla strigosula Buser","Alchemilla strigosula Buser","*","D","?",NA,NA,NA,NA,NA,NA
"Alchemilla subcrenata Buser","Alchemilla subcrenata Buser","*","*","?",7,4,NA,5,5,6
"Alchemilla subglobosa C.G. Westerl.","Alchemilla subglobosa C.G.Westerl.","*","3","<",NA,NA,NA,NA,NA,NA
"Alchemilla tenuis Buser","Alchemilla tenuis Buser","*","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla tirolensis Dalla Torre & Sarnth.","Alchemilla tirolensis Buser ex Dalla Torre & Sarnth.","*","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla undulata Buser","Alchemilla undulata Buser","*","*","?",NA,NA,NA,NA,NA,NA
"Alchemilla versipila Buser","Alchemilla versipila Buser","*","R","?",NA,NA,NA,NA,NA,NA
"Alchemilla vulgaris L.","Alchemilla vulgaris L.","V","*","<",6,4,NA,5,6,6
"Alchemilla xanthochlora Rothm.","Alchemilla xanthochlora Rothm.","V","*","<",6,4,NA,7,7,4
"Aldrovanda vesiculosa L.","Aldrovanda vesiculosa L.","1","0",NA,5,8,NA,12,7,4
"Alisma gramineum Lej.","Alisma gramineum Lej.","*","3","<",7,7,NA,11,7,5
"Alisma lanceolatum With.","Alisma lanceolatum With.","*","*","=",7,7,2,1,7,5
"Alisma plantago-aquatica L.","Alisma plantago-aquatica L.","*","*","=",7,5,NA,10,7,8
"Alliaria petiolata (M. Bieb.) Cavara & Grande","Alliaria petiolata (M.Bieb.) Cavara & Grande","*","*","=",5,6,3,5,7,9
"Allium angulosum L.","Allium angulosum L.","3","3","<",8,7,NA,8,8,4
"Allium atropurpureum Waldst. & Kit.","Allium atropurpureum Waldst. & Kit.","*","nb",NA,NA,NA,NA,NA,NA,NA
"Allium carinatum L.","Allium carinatum L.","3","3","<",8,5,4,3,8,2
"Allium cirrhosum Vand.","Allium cirrhosum Vand.","R","1","<",NA,NA,NA,NA,NA,NA
"Allium lusitanicum Lam.","Allium lusitanicum Lam.","*","3","<",NA,NA,NA,NA,NA,NA
"Allium oleraceum L.","Allium oleraceum L.","*","*","=",7,6,4,3,7,4
"Allium paradoxum (M. Bieb.) G. Don","Allium paradoxum (M.Bieb.) G.Don","*","nb",NA,6,6,NA,5,7,7
"Allium rotundum L.","Allium rotundum L.","3","3","<",7,7,6,4,8,4
"Allium rotundum subsp. rotundum","Allium rotundum subsp. rotundum","3","3","<",7,7,NA,4,8,4
"Allium sativum L.","Allium sativum L.","kN","nb",NA,8,7,NA,5,7,6
"Allium schoenoprasum L.","Allium schoenoprasum L.","V","V","=",7,5,NA,7,6,4
"Allium scorodoprasum L.","Allium scorodoprasum L.","*","*","=",6,6,5,7,7,7
"Allium sphaerocephalon L.","Allium sphaerocephalon L.","3","3","<",9,8,5,3,8,2
"Allium sphaerocephalon subsp. sphaerocephalon","Allium sphaerocephalon subsp. sphaerocephalon","3","3","<",8,8,NA,3,8,3
"Allium strictum Schrad.","Allium strictum Schrad.","2","2","<<",9,6,8,2,6,1
"Allium suaveolens Jacq.","Allium suaveolens Jacq.","3","3","<",NA,NA,NA,NA,NA,NA
"Allium ursinum L.","Allium ursinum L.","*","*","=",2,6,NA,6,7,8
"Allium ursinum subsp. ursinum","Allium ursinum L.","*","*","=",2,6,NA,6,7,8
"Allium victorialis L.","Allium victorialis L.","*","*","=",8,3,NA,5,6,4
"Allium vineale L.","Allium vineale L.","*","*","=",6,7,NA,4,7,6
"Alnus alnobetula (Ehrh.) K. Koch","Alnus alnobetula (Ehrh.) K.Koch","*","*","=",7,3,NA,6,4,5
"Alnus alnobetula subsp. alnobetula","Alnus alnobetula subsp. alnobetula","*","*","=",NA,NA,NA,NA,NA,NA
"Alnus glutinosa (L.) Gaertn.","Alnus glutinosa (L.) Gaertn.","*","*","=",5,5,3,9,6,7
"Alnus incana (L.) Moench","Alnus incana (L.) Moench","*","*","=",6,4,5,7,8,6
"Alnus incana subsp. incana","Alnus incana subsp. incana","*","*","=",5,4,NA,7,6,6
"Alopecurus aequalis Sobol.","Alopecurus aequalis Sobol.","*","*","=",8,5,NA,9,6,8
"Alopecurus arundinaceus Poir.","Alopecurus arundinaceus Poir.","1","2","<",NA,NA,NA,NA,NA,NA
"Alopecurus arundinaceus subsp. exserens (R. Arndt) H. Scholz & Henker","Alopecurus arundinaceus subsp. exserens H.Scholz & Henker","1","2","<",NA,NA,NA,NA,NA,NA
"Alopecurus bulbosus Gouan","Alopecurus bulbosus Gouan","2","2","<",8,6,2,7,7,5
"Alopecurus geniculatus L.","Alopecurus geniculatus L.","*","*","=",9,6,3,8,7,7
"Alopecurus myosuroides Huds.","Alopecurus myosuroides Huds.","*","*",">",6,6,3,5,7,6
"Alopecurus pratensis L.","Alopecurus pratensis L.","*","*","=",6,5,5,6,6,7
"Alopecurus pratensis subsp. pratensis","Alopecurus pratensis subsp. pratensis","*","*","=",NA,NA,NA,NA,NA,NA
"Alopecurus pratensis subsp. pseudonigricans O. Schwarz","Alopecurus pratensis subsp. pseudonigricans O.Schwarz","nb","D","?",NA,NA,NA,NA,NA,NA
"Alopecurus rendlei Eig","Alopecurus rendlei Eig","2","1","<<<",NA,NA,NA,NA,NA,NA
"Althaea hirsuta L.","Althaea hirsuta L.","3","3","<",7,8,5,4,8,3
"Althaea officinalis L.","Althaea officinalis L.","3","3","<",6,7,6,7,8,4
"Alyssum alyssoides (L.) L.","Alyssum alyssoides (L.) L.","*","3","<<",9,6,4,3,8,1
"Alyssum montanum L.","Alyssum montanum L.","nb","3","<",9,6,4,2,7,1
"Alyssum montanum subsp. gmelinii (Jord. & Fourr.) Thell.","Alyssum montanum subsp. gmelinii (Jord. & Fourr.) Thell.","2","2","<",NA,NA,NA,NA,NA,NA
"Alyssum montanum subsp. montanum","Alyssum montanum subsp. montanum","*","3","<",NA,NA,NA,NA,NA,NA
"Amaranthus albus L.","Amaranthus albus L.","*","nb",NA,9,8,NA,3,7,7
"Amaranthus blitoides S. Watson","Amaranthus blitoides S.Watson","*","nb",NA,9,8,NA,3,7,7
"Amaranthus blitum L.","Amaranthus blitum L.","*","3","<",8,8,NA,4,7,8
"Amaranthus emarginatus Uline & W.L. Bray","Amaranthus emarginatus Salzm. ex Uline & Bray","*","nb",NA,NA,NA,NA,NA,NA,NA
"Amaranthus emarginatus subsp. emarginatus","Amaranthus emarginatus subsp. emarginatus","nb","nb",NA,NA,NA,NA,NA,NA,NA
"Amaranthus emarginatus subsp. pseudogracilis (Thell.) Hügin","Amaranthus emarginatus subsp. pseudogracilis (Thell.) Hügin","nb","nb",NA,NA,NA,NA,NA,NA,NA
"Amaranthus deflexus L.","Amaranthus deflexus L.","kN","nb",NA,8,9,NA,4,7,7
"Amaranthus graecizans L.","Amaranthus graecizans L.","*","nb",NA,9,9,NA,3,7,8
"Amaranthus graecizans subsp. silvestris (Vill.) Brenan","Amaranthus graecizans subsp. silvestris (Vill.) Brenan","*","nb",NA,NA,NA,NA,NA,NA,NA
"Amaranthus bouchonii Thell.","Amaranthus bouchonii Thell.","*","nb",NA,NA,NA,NA,NA,NA,NA
"Amaranthus hybridus L.","Amaranthus hybridus L.","kN","nb",NA,8,8,NA,4,7,7
"Amaranthus powellii S. Watson","Amaranthus powellii S.Watson","*","nb",NA,8,7,NA,4,8,6
"Amaranthus retroflexus L.","Amaranthus retroflexus L.","*","nb",NA,8,7,6,4,7,7
"Ambrosia artemisiifolia L.","Ambrosia artemisiifolia L.","kN","nb",NA,9,7,NA,4,8,6
"Ambrosia psilostachya DC.","Ambrosia psilostachya DC.","*","nb",NA,9,8,NA,3,8,4
"Ambrosia trifida L.","Ambrosia trifida L.","kN","nb",NA,8,8,NA,5,7,7
"Amelanchier alnifolia (Nutt.) M. Roem.","Amelanchier alnifolia (Nutt.) Nutt. ex M.Roem.","kN","nb",NA,NA,NA,NA,NA,NA,NA
"Amelanchier lamarckii F.G. Schroed.","Amelanchier ×lamarckii F.G.Schroed.","kN","nb",NA,6,6,2,5,3,3
"Amelanchier embergeri (Favarger & Stearn) Landolt","Amelanchier embergeri (Favarger & Stearn) Landolt","*","*","=",NA,NA,NA,NA,NA,NA
"Amelanchier spicata (Lam.) K. Koch","Amelanchier spicata (Lam.) K.Koch","kN","nb",NA,NA,NA,NA,NA,NA,NA
"Ammophila arenaria (L.) Link","Ammophila arenaria (L.) Link","*","*","=",9,6,3,4,7,5
"Anagallis arvensis L.","Anagallis arvensis L.","*","*","=",7,6,NA,5,7,6
"Anagallis arvensis subsp. arvensis","Anagallis arvensis subsp. arvensis","*","*","=",NA,NA,NA,NA,NA,NA
"Anagallis foemina Mill.","Anagallis foemina Mill.","*","3","<<",7,7,NA,4,8,6
"Anagallis minima (L.) E.H.L. Krause","Anagallis minima (L.) E.H.L.Krause","3","2","<<",NA,NA,NA,NA,NA,NA
"Anagallis tenella (L.) L.","Anagallis tenella (L.) L.","1","2","<<",NA,NA,NA,NA,NA,NA
"Anarrhinum bellidifolium (L.) Desf.","Anarrhinum bellidifolium (L.) Desf., 1799","1","2","<<",NA,NA,NA,NA,NA,NA
"Anchusa arvensis (L.) M. Bieb.","Anchusa arvensis (L.) M.Bieb.","*","*","<",NA,NA,NA,NA,NA,NA
"Anchusa officinalis L.","Anchusa officinalis L.","*","V","<",9,7,5,3,7,5
"Andromeda polifolia L.","Andromeda polifolia L.","3","3","<<",9,4,5,9,1,1
"Androsace chamaejasme Wulfen","Androsace chamaejasme Wulfen","*","*","=",NA,NA,NA,NA,NA,NA
"Androsace elongata L.","Androsace elongata L.","2","1","<<",9,8,7,2,6,1
"Androsace hausmannii Leyb.","Androsace hausmannii Leyb.","R","R","=",NA,NA,NA,NA,NA,NA
"Androsace helvetica (L.) All.","Androsace helvetica (L.) All.","*","*","=",NA,NA,NA,NA,NA,NA
"Androsace lactea L.","Androsace lactea L.","3","3","=",NA,NA,NA,NA,NA,NA
"Androsace maxima L.","Androsace maxima L.","0","0",NA,7,8,7,4,7,3
"Androsace obtusifolia All.","Androsace obtusifolia All.","R","1","<",8,2,4,5,1,1
"Androsace septentrionalis L.","Androsace septentrionalis L.","1","1","<<",8,7,7,2,5,2
"Anemonastrum narcissiflorum (L.) Holub","Anemonastrum narcissiflorum (L.) Holub","3","3","=",8,2,NA,5,6,4
"Anemonastrum narcissiflorum subsp. narcissiflorum","Anemonastrum narcissiflorum subsp. narcissiflorum","3","3","=",NA,NA,NA,NA,NA,NA
"Anemone baldensis L.","Anemone baldensis L.","kN","R","?",NA,NA,NA,NA,NA,NA
"Anemone nemorosa L.","Anemone nemorosa L.","*","*","=",4,5,NA,5,6,5
"Anemone ranunculoides L.","Anemone ranunculoides L.","*","*","=",3,6,4,6,8,8
"Anemone sylvestris L.","Anemone sylvestris L.","3","3","<",7,7,7,3,7,3
"Angelica archangelica L.","Angelica archangelica L.","*","*",">",7,5,NA,9,6,7
"Angelica archangelica subsp. archangelica","Angelica archangelica subsp. archangelica","nb","D","?",7,5,NA,9,6,7
"Angelica archangelica subsp. litoralis (Fr.) Thell.","Angelica archangelica subsp. litoralis (Fr.) Thell.","nb","D","?",NA,NA,NA,NA,NA,NA
"Angelica palustris (Besser) Hoffm.","Angelica palustris (Besser) Hoffm.","2","2","<<",7,6,NA,8,6,7
"Angelica sylvestris L.","Angelica sylvestris L.","*","*","=",6,5,NA,8,6,6
"Angelica sylvestris subsp. bernardiae Reduron","Angelica sylvestris subsp. bernardiae Reduron","nb","D","?",6,5,NA,8,6,6
"Angelica sylvestris subsp. sylvestris","Angelica sylvestris subsp. sylvestris","*","*","=",6,5,NA,8,6,6
"Antennaria carpatica (Wahlenb.) Bluff & Fingerh.","Antennaria carpatica (Wahlenb.) Bluff & Fingerh.","*","3","=",8,2,NA,5,6,2
"Antennaria dioica (L.) Gaertn.","Antennaria dioica (L.) Gaertn.","3","3","<<",8,4,NA,4,3,2
"Anthemis arvensis L.","Anthemis arvensis L.","*","V","(<)",7,6,5,4,6,6
"Anthemis arvensis subsp. arvensis","Anthemis arvensis subsp. arvensis","*","V","(<)",NA,NA,NA,NA,NA,NA
"Anthemis austriaca Jacq.","Anthemis austriaca Jacq.","*","V","<",NA,NA,NA,NA,NA,NA
"Anthemis cotula L.","Anthemis cotula L.","*","V","<",7,6,NA,5,7,7
"Anthemis ruthenica M. Bieb.","Anthemis ruthenica M.Bieb.","*","nb",NA,9,7,6,3,7,4
"Anthemis tinctoria L.","Anthemis tinctoria L.","*","*","<",8,6,5,3,6,4
"Anthemis tinctoria subsp. tinctoria","Anthemis tinctoria subsp. tinctoria","*","*","<",NA,NA,NA,NA,NA,NA
"Anthericum liliago L.","Anthericum liliago L.","V","V","<",7,6,4,3,5,2
"Anthericum ramosum L.","Anthericum ramosum L.","V","V","<",7,5,4,3,7,3
"Anthoxanthum aristatum Boiss.","Anthoxanthum aristatum Boiss.","*","nb",NA,NA,NA,NA,NA,NA,NA
"Anthoxanthum nipponicum Honda","Anthoxanthum nipponicum Honda","*","*","=",NA,NA,NA,NA,NA,NA
"Anthoxanthum odoratum L.","Anthoxanthum odoratum L.","*","*","<",7,5,NA,5,4,4
"Anthriscus caucalis M. Bieb.","Anthriscus caucalis M.Bieb.","*","*","<",8,6,NA,5,6,7
"Anthriscus cerefolium (L.) Hoffm.","Anthriscus cerefolium (L.) Hoffm.","*","*","=",6,7,NA,5,7,8
"Anthriscus nitidus (Wahlenb.) Hazsl.","Anthriscus nitidus (Wahlenb.) Hazsl.","*","*","=",4,4,NA,6,8,8
"Anthriscus sylvestris (L.) Hoffm.","Anthriscus sylvestris (L.) Hoffm.","*","*","=",7,5,NA,5,7,8
"Anthriscus sylvestris subsp. alpinus (Vill.) Gremli","Anthriscus sylvestris subsp. alpinus (Vill.) Gremli","*","D","?",NA,NA,NA,NA,NA,NA
"Anthriscus sylvestris subsp. stenophyllus Briq.","Anthriscus sylvestris subsp. stenophylla (Rouy & E.G.Camus) Briq.","*","R","=",NA,NA,NA,NA,NA,NA
"Anthriscus sylvestris subsp. sylvestris","Anthriscus sylvestris subsp. sylvestris","*","*","=",NA,NA,NA,NA,NA,NA
"Anthyllis vulneraria L.","Anthyllis vulneraria L.","*","*","<",8,6,3,3,7,2
"Anthyllis vulneraria subsp. alpicola (Brügger) Gutermann","Anthyllis vulneraria subsp. alpicola (Brügger) Gutermann","*","*","=",NA,NA,NA,NA,NA,NA
"Anthyllis vulneraria subsp. carpatica (Pant.) Nyman","Anthyllis vulneraria subsp. carpatica (Pant.) Nyman","*","D","?",8,5,NA,4,7,3
"Anthyllis vulneraria subsp. maritima (Schweigg.) Corb.","Anthyllis vulneraria subsp. maritima (Schweigg. ex K.G.Hagen) Corb.","*","3","<",NA,NA,NA,NA,NA,NA
"Anthyllis vulneraria subsp. polyphylla (DC.) Nyman","Anthyllis vulneraria subsp. polyphylla (DC.) Nyman","*","2","<",8,5,NA,4,7,3
"Anthyllis vulneraria subsp. pseudovulneraria (Sagorski) J. Duvign.","Anthyllis vulneraria subsp. pseudovulneraria (Sagorski) J.Duvign.","V","*","<",8,5,NA,4,7,3
"Anthyllis vulneraria subsp. vulneraria","Anthyllis vulneraria subsp. vulneraria","nb","D","?",NA,NA,NA,NA,NA,NA
"Antirrhinum majus L.","Antirrhinum majus L.","*","D","?",7,7,2,5,7,6
"Antirrhinum majus subsp. majus","Antirrhinum majus var. majus","*","D","?",NA,NA,NA,NA,NA,NA
"Apera interrupta (L.) P. Beauv.","Apera interrupta (L.) P.Beauv.","*","nb",NA,9,7,3,2,4,1
"Apera spica-venti (L.) P. Beauv.","Apera spica-venti (L.) P.Beauv.","*","*",">",6,6,4,6,5,6
"Apera spica-venti subsp. spica-venti","Apera spica-venti (L.) P.Beauv.","*","*",">",6,6,4,6,5,6
"Aphanes arvensis L.","Aphanes arvensis L.","*","*","<",7,6,NA,5,4,5
"Aphanes australis Rydb.","Aphanes australis Rydb.","*","V","<",7,7,NA,5,4,4
"Aphanes australis subsp. australis","Aphanes australis subsp. australis","*","V","<",NA,NA,NA,NA,NA,NA
"Apium graveolens L.","Apium graveolens L.","2","3","<<",9,6,2,8,7,8
"Aposeris foetida (L.) Less.","Aposeris foetida (L.) Less.","*","*","=",4,4,4,5,6,5
"Aquilegia einseleana F.W. Schultz","Aquilegia einseleana F.W.Schultz","*","R","=",NA,NA,NA,NA,NA,NA
"Aquilegia atrata W.D.J. Koch","Aquilegia atrata Koch","*","*","=",6,4,4,4,8,3
"Aquilegia vulgaris L.","Aquilegia vulgaris L.","V","V","<",6,6,4,4,7,4
"Aquilegia vulgaris subsp. vulgaris","Aquilegia vulgaris subsp. vulgaris","V","V","<",NA,NA,NA,NA,NA,NA
"Arabidopsis arenosa (L.) Lawalrée","Arabidopsis arenosa (L.) Lawalrée","*","*",">",7,5,NA,4,6,3
"Arabidopsis arenosa subsp. arenosa","Arabidopsis arenosa subsp. arenosa","*","*",">",7,5,NA,4,6,3
"Arabidopsis arenosa subsp. borbasii (Zapał.) O’Kane & Al-Shehbaz","Arabidopsis arenosa subsp. borbasii (Zapal.) O'Kane & Al-Shehbaz","*","D","?",7,5,NA,4,6,3
"Arabidopsis halleri (L.) O'Kane & Al-Shehbaz","Arabidopsis halleri (L.) O'Kane & Al-Shehbaz","*","*","=",7,4,NA,6,4,5
"Arabidopsis halleri subsp. halleri","Arabidopsis halleri subsp. halleri","*","*","=",7,4,NA,6,4,5
"Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz","Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz","*","2","<",NA,NA,NA,NA,NA,NA
"Arabidopsis lyrata subsp. petraea (L.) O'Kane & Al-Shehbaz","Arabidopsis lyrata subsp. petraea (L.) O'Kane & Al-Shehbaz","*","2","<",NA,NA,NA,NA,NA,NA
